name,geometry
LSRA RHEINTAL,"47 03 30 N / 009 28 55 E - 47 02 53 N / 009 04 10 E - 47 11 23 N / 009 03 01 E - 47 16 25 N / 009 09 34 E - 47 18 45 N / 009 18 15 E - 47 16 20 N / 009 31 33 E - BORDER(CH, I) - 47 03 30 N / 009 28 55 E"
