name,geometry
FIR SWITZERLAND,"47 34 03 N 007 41 13 E - 47 53 00 N 008 51 00 E - 47 47 00 N 008 52 00 E - 47 47 30 N 009 14 00 E - 47 39 24 N 009 14 00 E - BORDER(CH, I, R) - 47 34 03 N 007 41 13 E"
